id,rating,comment,Нравится скорость отработки заявок,Нравится качество выполнения заявки,Нравится качество работы сотрудников,Понравилось выполнение заявки,Вопрос решен,comment_clean,auto_labeled
3903277,5,спасибо ,0.0,0.0,0.0,0.0,1.0,спасибо,True
3903349,5,"Большое спасибо , оперативно поставили ограничители ",1.0,0.0,0.0,0.0,1.0,"большое спасибо , оперативно поставили ограничители",True
3903374,4,"одну звезду сняла за то,что отличается цвет плитки)",0.0,0.0,0.0,0.0,0.0,"одну звезду сняла за то,что отличается цвет плитки)",True
3903406,5,спасибо! быстро и оперативно,1.0,0.0,0.0,0.0,1.0,спасибо! быстро и оперативно,True
3903436,5,"Горячая вода появилась.
",0.0,0.0,0.0,0.0,0.0,горячая вода появилась.,True
3903453,5,"Оперативно, спасибо
",1.0,0.0,0.0,0.0,1.0,"оперативно, спасибо",True
3903479,5,Спасибо за оперативность ,1.0,0.0,0.0,0.0,1.0,спасибо за оперативность,True
3903480,5,Спасибо за оперативность ,1.0,0.0,0.0,0.0,1.0,спасибо за оперативность,True
3903556,5,Спасибо большое за оперативность 🙌🏻🌸,1.0,0.0,0.0,0.0,1.0,спасибо большое за оперативность 🙌🏻🌸,True
3903607,5,Вот теперь молодцы ,0.0,0.0,0.0,0.0,0.0,вот теперь молодцы,True
3903626,5,все отлично бистро устранили мастер хороши,0.0,0.0,0.0,0.0,0.0,все отлично бистро устранили мастер хороши,True
3903666,5,"спасибо, проблема была решена",0.0,0.0,0.0,0.0,1.0,"спасибо, проблема была решена",True
3903709,5,"спасибо за оперативность и грамотный, развёрнутый ответ) 
",1.0,0.0,0.0,0.0,1.0,"спасибо за оперативность и грамотный, развёрнутый ответ)",True
3903741,5,Спасибо большое! Заявка выполнена быстро и качественно!,1.0,1.0,0.0,1.0,1.0,спасибо большое! заявка выполнена быстро и качественно!,True
3903798,5,Огромное спасибо ,0.0,0.0,0.0,0.0,1.0,огромное спасибо,True
3903951,5,Супер!!!,0.0,0.0,0.0,0.0,0.0,супер!!!,True
3903997,5,Выполнено быстро и качественно!,1.0,1.0,0.0,0.0,0.0,выполнено быстро и качественно!,True
3904073,5,Всё  понятно объяснили.,0.0,0.0,0.0,0.0,0.0,всё  понятно объяснили.,True
3904265,5,Большое спасибо Василию за проделанную работу!,0.0,0.0,0.0,0.0,1.0,большое спасибо василию за проделанную работу!,True
3904421,5,"Благодарю, помогли, а то до Вас никто не мог решить эту проблему, еще раз спасибо)",0.0,0.0,0.0,0.0,1.0,"благодарю, помогли, а то до вас никто не мог решить эту проблему, еще раз спасибо)",True
3904489,5,"Очень оперативно менеджер связался, ответил на вопросы и отправил необходимые документы. Благодарю!",1.0,0.0,0.0,0.0,1.0,"очень оперативно менеджер связался, ответил на вопросы и отправил необходимые документы. благодарю!",True
3904503,5,"быстро отреагировали, запустили",1.0,0.0,0.0,0.0,0.0,"быстро отреагировали, запустили",True
3904606,5,Спасибо. Оперативно приняли заявку и отремонтировали.Лифт работает исправно.,1.0,0.0,0.0,0.0,1.0,спасибо. оперативно приняли заявку и отремонтировали.лифт работает исправно.,True
3904693,5,Оперативно и надежно),1.0,0.0,0.0,0.0,0.0,оперативно и надежно),True
3904810,5,Отлично,0.0,0.0,0.0,0.0,0.0,отлично,True
3904847,5,"Спасибо! Услуга оказана очень оперативно, удобный формат. Заказала ключ на выходных, в понедельник все было готово. Сотрудники вежливые и внимательные👍",1.0,0.0,1.0,0.0,1.0,"спасибо! услуга оказана очень оперативно, удобный формат. заказала ключ на выходных, в понедельник все было готово. сотрудники вежливые и внимательные👍",True
3904911,5,"Все супер, Очень оперативно и профессионально, Спасибо ",1.0,0.0,0.0,0.0,1.0,"все супер, очень оперативно и профессионально, спасибо",True
3904952,5,Спасибо большое ,0.0,0.0,0.0,0.0,1.0,спасибо большое,True
3905059,5,Всё быстро и качественно!👍,1.0,1.0,0.0,0.0,0.0,всё быстро и качественно!👍,True
3905086,5,"Тот кто  выполнял заявку, чудо! Оперативно выполнили. Спасибо 👍🏻",1.0,0.0,0.0,1.0,1.0,"тот кто  выполнял заявку, чудо! оперативно выполнили. спасибо 👍🏻",True
3905337,5,"спасибо,жду бумажные платежные поручения со следующего месяца ",0.0,0.0,0.0,0.0,1.0,"спасибо,жду бумажные платежные поручения со следующего месяца",True
3905514,5,спасибо большое ,0.0,0.0,0.0,0.0,1.0,спасибо большое,True
3905720,5,"лучший мастер на свете, нужно ему выдать премию ",0.0,0.0,0.0,0.0,0.0,"лучший мастер на свете, нужно ему выдать премию",True
3905785,5,работает! Спасибо,0.0,0.0,0.0,0.0,1.0,работает! спасибо,True
3905786,5,"Спасибо электрику, оперативно пришёл! ",1.0,0.0,0.0,0.0,1.0,"спасибо электрику, оперативно пришёл!",True
3905829,5,спасибо,0.0,0.0,0.0,0.0,1.0,спасибо,True
3905983,5,все отлично! ,0.0,0.0,0.0,0.0,0.0,все отлично!,True
3906025,5,Быстро ,1.0,0.0,0.0,0.0,0.0,быстро,True
3906032,5,"Хотелось, что бы каждый месяц присылали квитанцию на почту или в приложении",0.0,0.0,0.0,0.0,0.0,"хотелось, что бы каждый месяц присылали квитанцию на почту или в приложении",True
3906048,5,"Большое спасибо электрику! Ситуация была не из простых, но он обнаружил проблему и смог ее решить ",0.0,0.0,0.0,0.0,1.0,"большое спасибо электрику! ситуация была не из простых, но он обнаружил проблему и смог ее решить",True
3906126,5,"Сантехник молодец! Устранил утечку воды выше по этажу и в нас перестала течь вода. 
Молодец! 
",0.0,0.0,0.0,0.0,0.0,"сантехник молодец! устранил утечку воды выше по этажу и в нас перестала течь вода. 
молодец!",True
3906279,5,благодарю,0.0,0.0,0.0,0.0,1.0,благодарю,True
3906380,5,спасибо большое за работу и оперативность,1.0,0.0,0.0,0.0,1.0,спасибо большое за работу и оперативность,True
3906407,4,"жалко, что при оплате счетов через банк, в приложении не отображается информация об оплате и приходится загружать квитанции дополнительно и подтверждать факт оплаты",0.0,0.0,0.0,0.0,0.0,"жалко, что при оплате счетов через банк, в приложении не отображается информация об оплате и приходится загружать квитанции дополнительно и подтверждать факт оплаты",True
3906425,5,Благодарю ,0.0,0.0,0.0,0.0,1.0,благодарю,True
3906535,5,Все быстро и качественно ,1.0,1.0,0.0,0.0,0.0,все быстро и качественно,True
3906752,5,"спасибо большое, жаль, что там уже опять намусорили(",0.0,0.0,0.0,0.0,1.0,"спасибо большое, жаль, что там уже опять намусорили(",True
3906774,5,спасибо ,0.0,0.0,0.0,0.0,1.0,спасибо,True
3906789,5,"спасибо, теперь она закрывается ",0.0,0.0,0.0,0.0,1.0,"спасибо, теперь она закрывается",True
3906906,5,спасибо ,0.0,0.0,0.0,0.0,1.0,спасибо,True
3906922,3,"Можно было и сразу заявку выполнить. Не забываете что по периметру несколько контейнеров для пакетов. Пакеты кончаются быстро, значит хозяева убирают за собаками. ",1.0,0.0,0.0,0.0,0.0,"можно было и сразу заявку выполнить. не забываете что по периметру несколько контейнеров для пакетов. пакеты кончаются быстро, значит хозяева убирают за собаками.",True
3906976,5,"Спасибо большое за оперативность,мир и процветание вашей компании Самолет!",1.0,0.0,0.0,0.0,1.0,"спасибо большое за оперативность,мир и процветание вашей компании самолет!",True
3907117,5,Выше похвал.. ,0.0,0.0,0.0,0.0,0.0,выше похвал..,True
3907127,5,Спасибо ,0.0,0.0,0.0,0.0,1.0,спасибо,True
3907130,5,Спасибо за оперативность! ,1.0,0.0,0.0,0.0,1.0,спасибо за оперативность!,True
3907258,5,Благодарю за оперативность.,1.0,0.0,0.0,0.0,1.0,благодарю за оперативность.,True
3907305,5,Спасибо..,0.0,0.0,0.0,0.0,1.0,спасибо..,True
3907354,5,спасибо,0.0,0.0,0.0,0.0,1.0,спасибо,True
3907357,5,спасибо,0.0,0.0,0.0,0.0,1.0,спасибо,True
3907364,5,"очень вежливая и грамотная сотрудница, побольше бы таких!",0.0,0.0,1.0,0.0,0.0,"очень вежливая и грамотная сотрудница, побольше бы таких!",True
3907480,5,спасибо. прошу загружать квитанции в личный кабинет без дополнительных запросов.,0.0,0.0,0.0,0.0,1.0,спасибо. прошу загружать квитанции в личный кабинет без дополнительных запросов.,True
3907589,5,все прекрасно,0.0,0.0,0.0,0.0,0.0,все прекрасно,True
3907664,5,спасибо! ,0.0,0.0,0.0,0.0,1.0,спасибо!,True
3907669,5,спасибо,0.0,0.0,0.0,0.0,1.0,спасибо,True
3907672,5,"все быстро и качественно, большое спасибо!",1.0,1.0,0.0,0.0,1.0,"все быстро и качественно, большое спасибо!",True
3907737,5,Спасибо ,0.0,0.0,0.0,0.0,1.0,спасибо,True
3907792,5,Консультация была проведена профессионально. Спасибо за разъяснения и рекомендации,0.0,0.0,0.0,0.0,1.0,консультация была проведена профессионально. спасибо за разъяснения и рекомендации,True
3907928,5,"Спасибо большое, что починили дверь. Зашла без проблем. Дверь работает отлично. ",0.0,0.0,0.0,0.0,1.0,"спасибо большое, что починили дверь. зашла без проблем. дверь работает отлично.",True
3907943,5,Спасибо за оперативность. ,1.0,0.0,0.0,0.0,1.0,спасибо за оперативность.,True
3907973,5,Спасибо!,0.0,0.0,0.0,0.0,1.0,спасибо!,True
3908000,5,Огромное спасибо ,0.0,0.0,0.0,0.0,1.0,огромное спасибо,True
3908011,5,Спасибо за работу,0.0,0.0,0.0,0.0,1.0,спасибо за работу,True
3908377,5,Быстро,1.0,0.0,0.0,0.0,0.0,быстро,True
3908429,5,Спасибо за быстрое решение вопроса. Лояльность мастера с подбором времени,1.0,0.0,0.0,0.0,1.0,спасибо за быстрое решение вопроса. лояльность мастера с подбором времени,True
3908490,4,"спасибо за обратную связь,надеюсь в приложении информация обновиться,что оплата прошла.


",0.0,0.0,0.0,0.0,1.0,"спасибо за обратную связь,надеюсь в приложении информация обновиться,что оплата прошла.",True
3908568,5,спасибо,0.0,0.0,0.0,0.0,1.0,спасибо,True
3908579,5,спасибо за четкость и быстроту!,1.0,0.0,0.0,0.0,1.0,спасибо за четкость и быстроту!,True
3908590,5,"Консультация и настройка прибора выполнена очень быстро, качественно и профессионально, спасибо! ",1.0,1.0,0.0,0.0,1.0,"консультация и настройка прибора выполнена очень быстро, качественно и профессионально, спасибо!",True
3908733,5,Спасибо,0.0,0.0,0.0,0.0,1.0,спасибо,True
3908772,5,"мастер выполнил работу быстро и чисто, все отлично",1.0,0.0,0.0,0.0,0.0,"мастер выполнил работу быстро и чисто, все отлично",True
3908843,5,Самая лучшая УК . Спасибо большое за помощь. За быструю работу и мгновенную выполнения!!!!,0.0,0.0,0.0,0.0,1.0,самая лучшая ук . спасибо большое за помощь. за быструю работу и мгновенную выполнения!!!!,True
3908847,5,спасибо,0.0,0.0,0.0,0.0,1.0,спасибо,True
3908929,5,Очень быстро👍,1.0,0.0,0.0,0.0,0.0,очень быстро👍,True
3909050,5,быстро,1.0,0.0,0.0,0.0,0.0,быстро,True
3909086,5,спасибо за оперативный ответ😊👍,0.0,0.0,0.0,0.0,1.0,спасибо за оперативный ответ😊👍,True
3909115,5,Спасибо! ,0.0,0.0,0.0,0.0,1.0,спасибо!,True
3909146,5,очень удобно получать электронную квитанцию.  Давно пора. ,0.0,0.0,0.0,0.0,0.0,очень удобно получать электронную квитанцию.  давно пора.,True
3909271,5,Оперативно выполнили заявку. Спасибо,1.0,0.0,0.0,1.0,1.0,оперативно выполнили заявку. спасибо,True
3909398,5,спасибо специалисту. ,0.0,0.0,0.0,0.0,1.0,спасибо специалисту.,True
3909430,4,"Жалко, что заранее не предупреждаете, что есть тех проблемы сейчас, как нам узнать - в новости можно написать такое. И нет такого раздела про формирование квитанций в заявках в УК, не сразу поняла, где написать ",0.0,0.0,0.0,0.0,0.0,"жалко, что заранее не предупреждаете, что есть тех проблемы сейчас, как нам узнать - в новости можно написать такое. и нет такого раздела про формирование квитанций в заявках в ук, не сразу поняла, где написать",True
3909441,5,Огромнейшее спасибо за оперативность❤️,1.0,0.0,0.0,0.0,1.0,огромнейшее спасибо за оперативность❤️,True
3909442,5,Спасибо огромнейшее за оперативность ❤️,1.0,0.0,0.0,0.0,1.0,спасибо огромнейшее за оперативность ❤️,True
3909517,5,Благодарю за работу!,0.0,0.0,0.0,0.0,1.0,благодарю за работу!,True
3909595,5,Все решили! Перезвонили . Спасибо ,0.0,0.0,0.0,0.0,1.0,все решили! перезвонили . спасибо,True
3909630,5,спасибо ,0.0,0.0,0.0,0.0,1.0,спасибо,True
3909682,5,Очень быстро все сделали!!!!,1.0,0.0,0.0,1.0,0.0,очень быстро все сделали!!!!,True
3909709,5,Огромное Спасибо.,0.0,0.0,0.0,0.0,1.0,огромное спасибо.,True
3909787,5,Все отлично.  Жаль что для сотрудников компании на данные услуги не действуют скидки.,0.0,0.0,0.0,0.0,0.0,все отлично.  жаль что для сотрудников компании на данные услуги не действуют скидки.,True
3909810,5,очень быстро,1.0,0.0,0.0,0.0,0.0,очень быстро,True
3909863,5,"Очень приятный менеджер консультант , которая всё правильно и подробно объясняет.",0.0,0.0,0.0,0.0,0.0,"очень приятный менеджер консультант , которая всё правильно и подробно объясняет.",True
3909888,5,Спасибо !!!!все супер ,0.0,0.0,0.0,0.0,1.0,спасибо !!!!все супер,True
3909979,5,спасибо большое! ,0.0,0.0,0.0,0.0,1.0,спасибо большое!,True
3910052,5,"Специалист пришёл очень быстро, все быстро исправил. Спасибо. ",1.0,0.0,0.0,0.0,1.0,"специалист пришёл очень быстро, все быстро исправил. спасибо.",True
3910060,5,"всё супер, вопрос решён быстро)",1.0,0.0,0.0,0.0,0.0,"всё супер, вопрос решён быстро)",True
3910089,5,Очень надеюсь что квитанция будет дублироваться и в приложении. А так оперативно и быстро поступила. ,1.0,0.0,0.0,0.0,0.0,очень надеюсь что квитанция будет дублироваться и в приложении. а так оперативно и быстро поступила.,True
3910166,5,спасибо большое за быстрое реагирование. ,1.0,0.0,0.0,0.0,1.0,спасибо большое за быстрое реагирование.,True
3910192,5,спасибо,0.0,0.0,0.0,0.0,1.0,спасибо,True
3910233,5,спасибо девочкам операторам!,0.0,0.0,0.0,0.0,1.0,спасибо девочкам операторам!,True
3910243,5,спасибо ,0.0,0.0,0.0,0.0,1.0,спасибо,True
3910252,5,Благодарю!,0.0,0.0,0.0,0.0,1.0,благодарю!,True
3910259,5,"Менеджер Елизавета  очень быстро решила мой вопрос, спасибо!",1.0,0.0,0.0,0.0,1.0,"менеджер елизавета  очень быстро решила мой вопрос, спасибо!",True
3910269,5,"спасибо, но придумайте, пожалуйста, способ как этого избежать на будущее. ",0.0,0.0,0.0,0.0,1.0,"спасибо, но придумайте, пожалуйста, способ как этого избежать на будущее.",True
3910346,5,"Спасибо за работу, выполнена качественно и в срок",1.0,1.0,0.0,0.0,1.0,"спасибо за работу, выполнена качественно и в срок",True
3910395,5,Спасибо !!,0.0,0.0,0.0,0.0,1.0,спасибо !!,True
3910406,5,Прям молодцы! Порадовали) все четко) ,0.0,0.0,0.0,0.0,0.0,прям молодцы! порадовали) все четко),True
3910434,5,Алексей профессионал в своем деле! Быстро нашел проблему и устранил ее. Огромное ему спасибо!,1.0,0.0,0.0,0.0,1.0,алексей профессионал в своем деле! быстро нашел проблему и устранил ее. огромное ему спасибо!,True
3910685,5,"Да, подтверждаю ! Вчера вечером обнаружила что устранено. Спасибо",0.0,0.0,0.0,0.0,1.0,"да, подтверждаю ! вчера вечером обнаружила что устранено. спасибо",True
3910836,5,вопрос решён ,0.0,0.0,0.0,0.0,0.0,вопрос решён,True
3910841,5,"Спасибо за помощь
",0.0,0.0,0.0,0.0,1.0,спасибо за помощь,True
3910865,5,"Спасибо за помощь
",0.0,0.0,0.0,0.0,1.0,спасибо за помощь,True
3910908,5,Спасибо! Очень быстро сработали!,1.0,0.0,0.0,0.0,1.0,спасибо! очень быстро сработали!,True
3910977,5,Добрый день. Спасибо за разъяснение. Всего вам хорошего.,0.0,0.0,0.0,0.0,1.0,добрый день. спасибо за разъяснение. всего вам хорошего.,True
3911003,5,спасибо! ,0.0,0.0,0.0,0.0,1.0,спасибо!,True
3911008,5,"спасибо 
",0.0,0.0,0.0,0.0,1.0,спасибо,True
3911065,5,молодец электрик оперативно решил проблему ,1.0,0.0,0.0,0.0,0.0,молодец электрик оперативно решил проблему,True
3911104,5,Быстро и аккуратно!Благодарю!,1.0,0.0,0.0,0.0,1.0,быстро и аккуратно!благодарю!,True
3911134,5,спасибо большое! пусть убирают часто.... ,0.0,0.0,0.0,0.0,1.0,спасибо большое! пусть убирают часто....,True
3911142,5,очень оперативно!,1.0,0.0,0.0,0.0,0.0,очень оперативно!,True
3911154,5,Спасибо за оперативность ,1.0,0.0,0.0,0.0,1.0,спасибо за оперативность,True
3911182,5,все вежливо и информативно ❤️,0.0,0.0,1.0,0.0,0.0,все вежливо и информативно ❤️,True
3911339,5, Спасибо вам за заботу о нас и нашем здоровье.Экология -это замечательно,0.0,0.0,0.0,0.0,1.0,спасибо вам за заботу о нас и нашем здоровье.экология -это замечательно,True
3911355,5,работа сотрудника офиса УК Евгении на 10+,0.0,0.0,0.0,0.0,0.0,работа сотрудника офиса ук евгении на 10+,True
3911416,5,Спасибо.,0.0,0.0,0.0,0.0,1.0,спасибо.,True
3911421,5,спасибо за работу все быстро и качественно. ,1.0,1.0,0.0,0.0,1.0,спасибо за работу все быстро и качественно.,True
3911509,5,Спасибо ,0.0,0.0,0.0,0.0,1.0,спасибо,True
3911514,5,Спасибо большое! Проблема была решена очень быстро!,1.0,0.0,0.0,0.0,1.0,спасибо большое! проблема была решена очень быстро!,True
3911533,5,Все отлично ,0.0,0.0,0.0,0.0,0.0,все отлично,True
3911553,5,Менеджеру Наталье и дежурного  сантехнику 09.09.2024  большая благодарность  за оперативное решение проблемы. ,1.0,0.0,0.0,0.0,0.0,менеджеру наталье и дежурного  сантехнику 09.09.2024  большая благодарность  за оперативное решение проблемы.,True
3911561,5,Отлично!!!,0.0,0.0,0.0,0.0,0.0,отлично!!!,True
3911570,5,Спасибо! оперативно и в полной мере ответили на мой вопрос 👌,1.0,0.0,0.0,0.0,1.0,спасибо! оперативно и в полной мере ответили на мой вопрос 👌,True
3911586,5,"Быстро, качественно устранил наш засор ",1.0,1.0,0.0,0.0,0.0,"быстро, качественно устранил наш засор",True
3911663,5,"Спасибо, все качественно и профессионально!",0.0,1.0,0.0,0.0,1.0,"спасибо, все качественно и профессионально!",True
3911763,5,Быстро и качественно. Спасибо!,1.0,1.0,0.0,0.0,1.0,быстро и качественно. спасибо!,True
3911815,5,"отличная функция, спасибо ",0.0,0.0,0.0,0.0,1.0,"отличная функция, спасибо",True
3911905,5,Спасибо за выполненную работу!,0.0,0.0,0.0,0.0,1.0,спасибо за выполненную работу!,True
3911957,5,"очень оперативно, благодарю",1.0,0.0,0.0,0.0,1.0,"очень оперативно, благодарю",True
3911963,5,спасибо,0.0,0.0,0.0,0.0,1.0,спасибо,True
3911972,5,"спасибо большое!
",0.0,0.0,0.0,0.0,1.0,спасибо большое!,True
3911983,5,"оперативно и четко. сделали аккуратно, прибрались после работы ",1.0,0.0,0.0,1.0,0.0,"оперативно и четко. сделали аккуратно, прибрались после работы",True
3912007,5,Спасибо Александру за профессионализм и быструю работу. ,0.0,0.0,0.0,0.0,1.0,спасибо александру за профессионализм и быструю работу.,True
3912029,5,спасибо,0.0,0.0,0.0,0.0,1.0,спасибо,True
3912041,5,спасибо большое!!!🤗,0.0,0.0,0.0,0.0,1.0,спасибо большое!!!🤗,True
3912121,5,"все отлично, сделали быстро и не дорого",1.0,0.0,0.0,1.0,0.0,"все отлично, сделали быстро и не дорого",True
3912185,5,Спасибо большое за оперативный ответ ,0.0,0.0,0.0,0.0,1.0,спасибо большое за оперативный ответ,True
3912199,5,Спасибо огромное менеджеру по страхованию Евгении Гущиной за помощь в оформлении страховки!!!! Настоящий профессионал своего дела!!! Исчерпывающе ответила на все интересующие вопросы!!!! ,0.0,0.0,0.0,0.0,1.0,спасибо огромное менеджеру по страхованию евгении гущиной за помощь в оформлении страховки!!!! настоящий профессионал своего дела!!! исчерпывающе ответила на все интересующие вопросы!!!!,True
3912201,5,спасибо большое,0.0,0.0,0.0,0.0,1.0,спасибо большое,True
3912225,5,"Оперативно,профессионально,спасибо",1.0,0.0,0.0,0.0,1.0,"оперативно,профессионально,спасибо",True
3912227,5,"Специалист связывался по заявке, все починили! Спасибо ",0.0,0.0,0.0,0.0,1.0,"специалист связывался по заявке, все починили! спасибо",True
3912230,5,"В течении 2 часов после создания заявки все устранили, спасибо",0.0,0.0,0.0,0.0,1.0,"в течении 2 часов после создания заявки все устранили, спасибо",True
3912246,5,Ремонт выполнен!,0.0,0.0,0.0,0.0,0.0,ремонт выполнен!,True
3912277,5,Быстро решили проблему! Спасибо!,1.0,0.0,0.0,0.0,1.0,быстро решили проблему! спасибо!,True
3912279,5,Быстро решили проблему! Спасибо!,1.0,0.0,0.0,0.0,1.0,быстро решили проблему! спасибо!,True
3912394,5,спасибо ,0.0,0.0,0.0,0.0,1.0,спасибо,True
3912521,5,"Работа мастера, выполнена отлично! Проблема решилась только при личном визите в УК",0.0,0.0,0.0,0.0,0.0,"работа мастера, выполнена отлично! проблема решилась только при личном визите в ук",True
3912769,5,Большое спасибо Оксане Петриной! ,0.0,0.0,0.0,0.0,1.0,большое спасибо оксане петриной!,True
3912975,5,"Всё оперативно,спасибо!",1.0,0.0,0.0,0.0,1.0,"всё оперативно,спасибо!",True
3913158,5,Добрый день! Спасибо. Вопрос решен. ,0.0,0.0,0.0,0.0,1.0,добрый день! спасибо. вопрос решен.,True
3913176,5,Все быстро и четко!!! Спасибо!,1.0,0.0,0.0,0.0,1.0,все быстро и четко!!! спасибо!,True
3913279,5,Очень ответственная девушка в УК.,0.0,0.0,0.0,0.0,0.0,очень ответственная девушка в ук.,True
3913316,5,отлично всё работает ,0.0,0.0,0.0,0.0,0.0,отлично всё работает,True
3913442,5,"Благодарность мастеру, сделал быстро и качественно. Премию Ренату. 🤝",1.0,1.0,0.0,0.0,0.0,"благодарность мастеру, сделал быстро и качественно. премию ренату. 🤝",True
3913486,5,Пришли вовремя) заранее позвонили уточнить удобное время) отличный мастер все сделал быстро и аккуратно) ,1.0,0.0,0.0,0.0,0.0,пришли вовремя) заранее позвонили уточнить удобное время) отличный мастер все сделал быстро и аккуратно),True
3913490,5,"отлично, спасибо!
",0.0,0.0,0.0,0.0,1.0,"отлично, спасибо!",True
3913509,5,"Все четко объяснили, вопросов не осталось",0.0,0.0,0.0,0.0,0.0,"все четко объяснили, вопросов не осталось",True
3913566,5,"ну вроде, получше...
Слава Богу",0.0,0.0,0.0,0.0,0.0,"ну вроде, получше...
слава богу",True
3913664,5,Спасибо!,0.0,0.0,0.0,0.0,1.0,спасибо!,True
3913676,5,"Проблема решена, быстро и оперативно..",1.0,0.0,0.0,0.0,0.0,"проблема решена, быстро и оперативно..",True
3913730,5,"Всё отлично, спасибо!",0.0,0.0,0.0,0.0,1.0,"всё отлично, спасибо!",True
3913971,5,Очень быстро и вежливо)),1.0,0.0,1.0,0.0,0.0,очень быстро и вежливо)),True
3913976,5,Второй специалист все отлично решил. Спасибо.,0.0,0.0,0.0,0.0,1.0,второй специалист все отлично решил. спасибо.,True
3914036,5,Благодарю за оперативность!,1.0,0.0,0.0,0.0,1.0,благодарю за оперативность!,True
3914082,5,Спасибо. ,0.0,0.0,0.0,0.0,1.0,спасибо.,True
3914097,5,благадарю специалиста,0.0,0.0,0.0,0.0,0.0,благадарю специалиста,True
3914189,5,"Очень быстро и качественно, спасибо! ",1.0,1.0,0.0,0.0,1.0,"очень быстро и качественно, спасибо!",True
3914220,5,Спасибо за оперативность ,1.0,0.0,0.0,0.0,1.0,спасибо за оперативность,True
3914351,5,Спасибо Большое! Всё сделано супер!,0.0,0.0,0.0,1.0,1.0,спасибо большое! всё сделано супер!,True
3914367,5,Комод убран. Большое спасибо за оперативное решение,1.0,0.0,0.0,0.0,1.0,комод убран. большое спасибо за оперативное решение,True
3914531,5,Хочу выразить особую благодарность Татьяне за проявленный интерес к моему вопросу!,0.0,0.0,0.0,0.0,0.0,хочу выразить особую благодарность татьяне за проявленный интерес к моему вопросу!,True
3914571,5,Очень быстро отреагировали и устранили проблему ,1.0,0.0,0.0,0.0,0.0,очень быстро отреагировали и устранили проблему,True
3914595,5,спасибо большое за оперативность))),1.0,0.0,0.0,0.0,1.0,спасибо большое за оперативность))),True
3914622,5,Вот теперь все данные правильно внесены. Спасибо.,0.0,0.0,0.0,0.0,1.0,вот теперь все данные правильно внесены. спасибо.,True
3914651,5,"спасибо 
",0.0,0.0,0.0,0.0,1.0,спасибо,True
3914767,5,Спасибо за оперативную помощь,0.0,0.0,0.0,0.0,1.0,спасибо за оперативную помощь,True
3914795,5,Спасибо! Ключи рабочие,0.0,0.0,0.0,0.0,1.0,спасибо! ключи рабочие,True
3914807,5,"Круто , быстро ,спасибо ",1.0,0.0,0.0,0.0,1.0,"круто , быстро ,спасибо",True
3914918,5,"быстро, эффективно!",1.0,0.0,0.0,0.0,0.0,"быстро, эффективно!",True
3915041,5,Все отлично,0.0,0.0,0.0,0.0,0.0,все отлично,True
3915053,5,Отличный сантехник!,0.0,0.0,0.0,0.0,0.0,отличный сантехник!,True
3915108,5,Спасибо!!!,0.0,0.0,0.0,0.0,1.0,спасибо!!!,True
3915266,5,очень оперативно. спасибо ,1.0,0.0,0.0,0.0,1.0,очень оперативно. спасибо,True
3915342,5,Как оперативно! Благодарю!,1.0,0.0,0.0,0.0,1.0,как оперативно! благодарю!,True
3915523,5,Благодарю за оперативность ,1.0,0.0,0.0,0.0,1.0,благодарю за оперативность,True
3915543,5,Быстро среагировали и решили проблему. Спасибо!,1.0,0.0,0.0,0.0,1.0,быстро среагировали и решили проблему. спасибо!,True
3915644,5,Быстро сделали.,1.0,0.0,0.0,1.0,0.0,быстро сделали.,True
3916058,5,Благодарю!,0.0,0.0,0.0,0.0,1.0,благодарю!,True
3916306,5,Спасибо!,0.0,0.0,0.0,0.0,1.0,спасибо!,True
3916307,5,Добрый день! Вопрос решен очень быстро! Благодарю за работу и оперативность),1.0,0.0,0.0,0.0,1.0,добрый день! вопрос решен очень быстро! благодарю за работу и оперативность),True
3916362,5,спасибо за консультацию,0.0,0.0,0.0,0.0,1.0,спасибо за консультацию,True
3916376,5,быстро,1.0,0.0,0.0,0.0,0.0,быстро,True
3916394,5,"все хорошо, очень доступно все объяснили",0.0,0.0,0.0,0.0,0.0,"все хорошо, очень доступно все объяснили",True
3916430,5,спасибо,0.0,0.0,0.0,0.0,1.0,спасибо,True
3916516,5,Спасибо за оперативность!,1.0,0.0,0.0,0.0,1.0,спасибо за оперативность!,True
3916523,5,спасибо!,0.0,0.0,0.0,0.0,1.0,спасибо!,True
3916525,5,Мастер на все руки! Спасибо большое 👍👍👍,0.0,0.0,0.0,0.0,1.0,мастер на все руки! спасибо большое 👍👍👍,True
3916678,5,Оперативно,1.0,0.0,0.0,0.0,0.0,оперативно,True
3916720,5,Отличный мастер,0.0,0.0,0.0,0.0,0.0,отличный мастер,True
3916845,5,"да,  спасибо. пока не сломали)",0.0,0.0,0.0,0.0,1.0,"да,  спасибо. пока не сломали)",True
3917076,5,Оперативная работа👍,0.0,0.0,0.0,0.0,0.0,оперативная работа👍,True
3917113,5,Оперативно,1.0,0.0,0.0,0.0,0.0,оперативно,True
3917220,5,все очень быстро и качественно сделал сантехник Сергей!,1.0,1.0,0.0,0.0,0.0,все очень быстро и качественно сделал сантехник сергей!,True
3917257,5,Спасибо,0.0,0.0,0.0,0.0,1.0,спасибо,True
3917341,5,Спасибо огромное 🫶🏼,0.0,0.0,0.0,0.0,1.0,спасибо огромное 🫶🏼,True
